Code,GeoFips,GeoName,TimePeriod,Description,CL_UNIT,UNIT_MULT,DataValue,NoteRef,PI
SAINC1-2,26000,Michigan,1943,Population (persons),Number of persons,0,"5,396,000",,5396000.0
SAINC1-3,27000,Minnesota,1943,Per capita personal income (dollars),Dollars,0,955,,955.0
SAINC1-2,27000,Minnesota,1943,Population (persons),Number of persons,0,"2,572,000",,2572000.0
SAINC1-3,28000,Mississippi,1943,Per capita personal income (dollars),Dollars,0,553,,553.0
SAINC1-2,28000,Mississippi,1943,Population (persons),Number of persons,0,"2,255,000",,2255000.0
SAINC1-3,29000,Missouri,1943,Per capita personal income (dollars),Dollars,0,980,,980.0
SAINC1-2,29000,Missouri,1943,Population (persons),Number of persons,0,"3,694,000",,3694000.0
SAINC1-3,30000,Montana,1943,Per capita personal income (dollars),Dollars,0,"1,155",,1155.0
SAINC1-2,30000,Montana,1943,Population (persons),Number of persons,0,"483,000",,483000.0
SAINC1-3,31000,Nebraska,1943,Per capita personal income (dollars),Dollars,0,"1,029",,1029.0
SAINC1-2,31000,Nebraska,1943,Population (persons),Number of persons,0,"1,235,000",,1235000.0
SAINC1-3,32000,Nevada,1943,Per capita personal income (dollars),Dollars,0,"1,550",,1550.0
SAINC1-2,32000,Nevada,1943,Population (persons),Number of persons,0,"152,000",,152000.0
SAINC1-3,33000,New Hampshire,1943,Per capita personal income (dollars),Dollars,0,"1,002",,1002.0
SAINC1-2,33000,New Hampshire,1943,Population (persons),Number of persons,0,"461,000",,461000.0
SAINC1-3,34000,New Jersey,1943,Per capita personal income (dollars),Dollars,0,"1,454",,1454.0
SAINC1-2,34000,New Jersey,1943,Population (persons),Number of persons,0,"4,206,000",,4206000.0
SAINC1-3,35000,New Mexico,1943,Per capita personal income (dollars),Dollars,0,803,,803.0
SAINC1-2,35000,New Mexico,1943,Population (persons),Number of persons,0,"533,000",,533000.0
SAINC1-3,36000,New York,1943,Per capita personal income (dollars),Dollars,0,"1,416",,1416.0
SAINC1-2,36000,New York,1943,Population (persons),Number of persons,0,"12,871,000",,12871000.0
SAINC1-3,37000,North Carolina,1943,Per capita personal income (dollars),Dollars,0,713,,713.0
SAINC1-2,37000,North Carolina,1943,Population (persons),Number of persons,0,"3,641,000",,3641000.0
SAINC1-3,38000,North Dakota,1943,Per capita personal income (dollars),Dollars,0,959,,959.0
SAINC1-2,38000,North Dakota,1943,Population (persons),Number of persons,0,"546,000",,546000.0
SAINC1-3,39000,Ohio,1943,Per capita personal income (dollars),Dollars,0,"1,273",,1273.0
SAINC1-2,39000,Ohio,1943,Population (persons),Number of persons,0,"6,866,000",,6866000.0
SAINC1-3,40000,Oklahoma,1943,Per capita personal income (dollars),Dollars,0,802,,802.0
SAINC1-2,40000,Oklahoma,1943,Population (persons),Number of persons,0,"2,203,000",,2203000.0
SAINC1-3,41000,Oregon,1943,Per capita personal income (dollars),Dollars,0,"1,403",,1403.0
SAINC1-2,41000,Oregon,1943,Population (persons),Number of persons,0,"1,228,000",,1228000.0
SAINC1-3,42000,Pennsylvania,1943,Per capita personal income (dollars),Dollars,0,"1,169",,1169.0
SAINC1-2,42000,Pennsylvania,1943,Population (persons),Number of persons,0,"9,424,000",,9424000.0
SAINC1-3,44000,Rhode Island,1943,Per capita personal income (dollars),Dollars,0,"1,246",,1246.0
SAINC1-2,44000,Rhode Island,1943,Population (persons),Number of persons,0,"868,000",,868000.0
SAINC1-3,45000,South Carolina,1943,Per capita personal income (dollars),Dollars,0,675,,675.0
SAINC1-2,45000,South Carolina,1943,Population (persons),Number of persons,0,"1,974,000",,1974000.0
SAINC1-3,46000,South Dakota,1943,Per capita personal income (dollars),Dollars,0,853,,853.0
SAINC1-2,46000,South Dakota,1943,Population (persons),Number of persons,0,"587,000",,587000.0
SAINC1-3,47000,Tennessee,1943,Per capita personal income (dollars),Dollars,0,745,,745.0
SAINC1-2,47000,Tennessee,1943,Population (persons),Number of persons,0,"2,939,000",,2939000.0
SAINC1-3,48000,Texas,1943,Per capita personal income (dollars),Dollars,0,970,,970.0
SAINC1-2,48000,Texas,1943,Population (persons),Number of persons,0,"6,944,000",,6944000.0
SAINC1-3,49000,Utah,1943,Per capita personal income (dollars),Dollars,0,"1,164",,1164.0
SAINC1-2,49000,Utah,1943,Population (persons),Number of persons,0,"627,000",,627000.0
SAINC1-3,50000,Vermont,1943,Per capita personal income (dollars),Dollars,0,947,,947.0
SAINC1-2,50000,Vermont,1943,Population (persons),Number of persons,0,"325,000",,325000.0
SAINC1-3,51000,Virginia,1943,Per capita personal income (dollars),Dollars,0,887,,887.0
SAINC1-2,51000,Virginia,1943,Population (persons),Number of persons,0,"3,510,000",,3510000.0
SAINC1-3,53000,Washington,1943,Per capita personal income (dollars),Dollars,0,"1,507",,1507.0
SAINC1-2,53000,Washington,1943,Population (persons),Number of persons,0,"2,022,000",,2022000.0
SAINC1-3,54000,West Virginia,1943,Per capita personal income (dollars),Dollars,0,748,,748.0
SAINC1-2,54000,West Virginia,1943,Population (persons),Number of persons,0,"1,741,000",,1741000.0
SAINC1-3,55000,Wisconsin,1943,Per capita personal income (dollars),Dollars,0,"1,065",,1065.0
SAINC1-2,55000,Wisconsin,1943,Population (persons),Number of persons,0,"3,007,000",,3007000.0
SAINC1-3,56000,Wyoming,1943,Per capita personal income (dollars),Dollars,0,"1,171",,1171.0
SAINC1-2,56000,Wyoming,1943,Population (persons),Number of persons,0,"246,000",,246000.0
SAINC1-3,01000,Alabama,1944,Per capita personal income (dollars),Dollars,0,753,,753.0
SAINC1-2,01000,Alabama,1944,Population (persons),Number of persons,0,"2,799,000",,2799000.0
SAINC1-3,02000,Alaska *,1944,Per capita personal income (dollars),Dollars,0,(NA),(NA),
SAINC1-2,02000,Alaska *,1944,Population (persons),Number of persons,0,(NA),(NA),
SAINC1-3,04000,Arizona,1944,Per capita personal income (dollars),Dollars,0,"1,076",,1076.0
SAINC1-2,04000,Arizona,1944,Population (persons),Number of persons,0,"618,000",,618000.0
SAINC1-3,05000,Arkansas,1944,Per capita personal income (dollars),Dollars,0,698,,698.0
SAINC1-2,05000,Arkansas,1944,Population (persons),Number of persons,0,"1,771,000",,1771000.0
SAINC1-3,06000,California,1944,Per capita personal income (dollars),Dollars,0,"1,616",,1616.0
SAINC1-2,06000,California,1944,Population (persons),Number of persons,0,"9,261,000",,9261000.0
SAINC1-3,08000,Colorado,1944,Per capita personal income (dollars),Dollars,0,"1,087",,1087.0
SAINC1-2,08000,Colorado,1944,Population (persons),Number of persons,0,"1,124,000",,1124000.0
SAINC1-3,09000,Connecticut,1944,Per capita personal income (dollars),Dollars,0,"1,622",,1622.0
SAINC1-2,09000,Connecticut,1944,Population (persons),Number of persons,0,"1,801,000",,1801000.0
SAINC1-3,10000,Delaware,1944,Per capita personal income (dollars),Dollars,0,"1,529",,1529.0
SAINC1-2,10000,Delaware,1944,Population (persons),Number of persons,0,"286,000",,286000.0
SAINC1-3,11000,District of Columbia,1944,Per capita personal income (dollars),Dollars,0,"1,670",,1670.0
SAINC1-2,11000,District of Columbia,1944,Population (persons),Number of persons,0,"862,000",,862000.0
SAINC1-3,12000,Florida,1944,Per capita personal income (dollars),Dollars,0,"1,154",,1154.0
SAINC1-2,12000,Florida,1944,Population (persons),Number of persons,0,"2,542,000",,2542000.0
SAINC1-3,13000,Georgia,1944,Per capita personal income (dollars),Dollars,0,852,,852.0
SAINC1-2,13000,Georgia,1944,Population (persons),Number of persons,0,"3,161,000",,3161000.0
SAINC1-3,15000,Hawaii *,1944,Per capita personal income (dollars),Dollars,0,(NA),(NA),
SAINC1-2,15000,Hawaii *,1944,Population (persons),Number of persons,0,(NA),(NA),
SAINC1-3,16000,Idaho,1944,Per capita personal income (dollars),Dollars,0,"1,110",,1110.0
SAINC1-2,16000,Idaho,1944,Population (persons),Number of persons,0,"514,000",,514000.0
SAINC1-3,17000,Illinois,1944,Per capita personal income (dollars),Dollars,0,"1,405",,1405.0
SAINC1-2,17000,Illinois,1944,Population (persons),Number of persons,0,"7,718,000",,7718000.0
SAINC1-3,18000,Indiana,1944,Per capita personal income (dollars),Dollars,0,"1,209",,1209.0
SAINC1-2,18000,Indiana,1944,Population (persons),Number of persons,0,"3,435,000",,3435000.0
SAINC1-3,19000,Iowa,1944,Per capita personal income (dollars),Dollars,0,"1,004",,1004.0
SAINC1-2,19000,Iowa,1944,Population (persons),Number of persons,0,"2,294,000",,2294000.0
SAINC1-3,20000,Kansas,1944,Per capita personal income (dollars),Dollars,0,"1,182",,1182.0
SAINC1-2,20000,Kansas,1944,Population (persons),Number of persons,0,"1,763,000",,1763000.0
SAINC1-3,21000,Kentucky,1944,Per capita personal income (dollars),Dollars,0,778,,778.0
SAINC1-2,21000,Kentucky,1944,Population (persons),Number of persons,0,"2,616,000",,2616000.0
SAINC1-3,22000,Louisiana,1944,Per capita personal income (dollars),Dollars,0,896,,896.0
SAINC1-2,22000,Louisiana,1944,Population (persons),Number of persons,0,"2,479,000",,2479000.0
SAINC1-3,23000,Maine,1944,Per capita personal income (dollars),Dollars,0,"1,123",,1123.0
SAINC1-2,23000,Maine,1944,Population (persons),Number of persons,0,"805,000",,805000.0
SAINC1-3,24000,Maryland,1944,Per capita personal income (dollars),Dollars,0,"1,359",,1359.0
SAINC1-2,24000,Maryland,1944,Population (persons),Number of persons,0,"2,156,000",,2156000.0
SAINC1-3,25000,Massachusetts,1944,Per capita personal income (dollars),Dollars,0,"1,330",,1330.0
SAINC1-2,25000,Massachusetts,1944,Population (persons),Number of persons,0,"4,361,000",,4361000.0
SAINC1-3,26000,Michigan,1944,Per capita personal income (dollars),Dollars,0,"1,403",,1403.0
SAINC1-2,26000,Michigan,1944,Population (persons),Number of persons,0,"5,459,000",,5459000.0
SAINC1-3,27000,Minnesota,1944,Per capita personal income (dollars),Dollars,0,"1,012",,1012.0
SAINC1-2,27000,Minnesota,1944,Population (persons),Number of persons,0,"2,523,000",,2523000.0
SAINC1-3,28000,Mississippi,1944,Per capita personal income (dollars),Dollars,0,642,,642.0
SAINC1-2,28000,Mississippi,1944,Population (persons),Number of persons,0,"2,119,000",,2119000.0
SAINC1-3,29000,Missouri,1944,Per capita personal income (dollars),Dollars,0,"1,083",,1083.0
SAINC1-2,29000,Missouri,1944,Population (persons),Number of persons,0,"3,556,000",,3556000.0
SAINC1-3,30000,Montana,1944,Per capita personal income (dollars),Dollars,0,"1,185",,1185.0
SAINC1-2,30000,Montana,1944,Population (persons),Number of persons,0,"471,000",,471000.0
SAINC1-3,31000,Nebraska,1944,Per capita personal income (dollars),Dollars,0,"1,101",,1101.0
SAINC1-2,31000,Nebraska,1944,Population (persons),Number of persons,0,"1,214,000",,1214000.0
SAINC1-3,32000,Nevada,1944,Per capita personal income (dollars),Dollars,0,"1,526",,1526.0
SAINC1-2,32000,Nevada,1944,Population (persons),Number of persons,0,"155,000",,155000.0
SAINC1-3,33000,New Hampshire,1944,Per capita personal income (dollars),Dollars,0,"1,082",,1082.0
SAINC1-2,33000,New Hampshire,1944,Population (persons),Number of persons,0,"460,000",,460000.0
SAINC1-3,34000,New Jersey,1944,Per capita personal income (dollars),Dollars,0,"1,576",,1576.0
SAINC1-2,34000,New Jersey,1944,Population (persons),Number of persons,0,"4,171,000",,4171000.0
SAINC1-3,35000,New Mexico,1944,Per capita personal income (dollars),Dollars,0,908,,908.0
SAINC1-2,35000,New Mexico,1944,Population (persons),Number of persons,0,"526,000",,526000.0
SAINC1-3,36000,New York,1944,Per capita personal income (dollars),Dollars,0,"1,569",,1569.0
SAINC1-2,36000,New York,1944,Population (persons),Number of persons,0,"12,683,000",,12683000.0
SAINC1-3,37000,North Carolina,1944,Per capita personal income (dollars),Dollars,0,778,,778.0
SAINC1-2,37000,North Carolina,1944,Population (persons),Number of persons,0,"3,632,000",,3632000.0
SAINC1-3,38000,North Dakota,1944,Per capita personal income (dollars),Dollars,0,"1,020",,1020.0
SAINC1-2,38000,North Dakota,1944,Population (persons),Number of persons,0,"534,000",,534000.0
SAINC1-3,39000,Ohio,1944,Per capita personal income (dollars),Dollars,0,"1,330",,1330.0
SAINC1-2,39000,Ohio,1944,Population (persons),Number of persons,0,"6,928,000",,6928000.0
SAINC1-3,40000,Oklahoma,1944,Per capita personal income (dollars),Dollars,0,965,,965.0
SAINC1-2,40000,Oklahoma,1944,Population (persons),Number of persons,0,"2,056,000",,2056000.0
SAINC1-3,41000,Oregon,1944,Per capita personal income (dollars),Dollars,0,"1,402",,1402.0
SAINC1-2,41000,Oregon,1944,Population (persons),Number of persons,0,"1,249,000",,1249000.0
SAINC1-3,42000,Pennsylvania,1944,Per capita personal income (dollars),Dollars,0,"1,272",,1272.0
SAINC1-2,42000,Pennsylvania,1944,Population (persons),Number of persons,0,"9,247,000",,9247000.0
SAINC1-3,44000,Rhode Island,1944,Per capita personal income (dollars),Dollars,0,"1,312",,1312.0
SAINC1-2,44000,Rhode Island,1944,Population (persons),Number of persons,0,"846,000",,846000.0
SAINC1-3,45000,South Carolina,1944,Per capita personal income (dollars),Dollars,0,753,,753.0
SAINC1-2,45000,South Carolina,1944,Population (persons),Number of persons,0,"1,950,000",,1950000.0
SAINC1-3,46000,South Dakota,1944,Per capita personal income (dollars),Dollars,0,976,,976.0
SAINC1-2,46000,South Dakota,1944,Population (persons),Number of persons,0,"562,000",,562000.0
SAINC1-3,47000,Tennessee,1944,Per capita personal income (dollars),Dollars,0,879,,879.0
SAINC1-2,47000,Tennessee,1944,Population (persons),Number of persons,0,"2,877,000",,2877000.0
SAINC1-3,48000,Texas,1944,Per capita personal income (dollars),Dollars,0,"1,068",,1068.0
SAINC1-2,48000,Texas,1944,Population (persons),Number of persons,0,"6,861,000",,6861000.0
SAINC1-3,49000,Utah,1944,Per capita personal income (dollars),Dollars,0,"1,078",,1078.0
SAINC1-2,49000,Utah,1944,Population (persons),Number of persons,0,"616,000",,616000.0
SAINC1-3,50000,Vermont,1944,Per capita personal income (dollars),Dollars,0,963,,963.0
SAINC1-2,50000,Vermont,1944,Population (persons),Number of persons,0,"315,000",,315000.0
SAINC1-3,51000,Virginia,1944,Per capita personal income (dollars),Dollars,0,938,,938.0
SAINC1-2,51000,Virginia,1944,Population (persons),Number of persons,0,"3,642,000",,3642000.0
SAINC1-3,53000,Washington,1944,Per capita personal income (dollars),Dollars,0,"1,557",,1557.0
SAINC1-2,53000,Washington,1944,Population (persons),Number of persons,0,"2,138,000",,2138000.0
SAINC1-3,54000,West Virginia,1944,Per capita personal income (dollars),Dollars,0,829,,829.0
SAINC1-2,54000,West Virginia,1944,Population (persons),Number of persons,0,"1,708,000",,1708000.0
SAINC1-3,55000,Wisconsin,1944,Per capita personal income (dollars),Dollars,0,"1,116",,1116.0
SAINC1-2,55000,Wisconsin,1944,Population (persons),Number of persons,0,"2,971,000",,2971000.0
SAINC1-3,56000,Wyoming,1944,Per capita personal income (dollars),Dollars,0,"1,243",,1243.0
SAINC1-2,56000,Wyoming,1944,Population (persons),Number of persons,0,"240,000",,240000.0
SAINC1-3,01000,Alabama,1945,Per capita personal income (dollars),Dollars,0,799,,799.0
SAINC1-2,01000,Alabama,1945,Population (persons),Number of persons,0,"2,770,000",,2770000.0
SAINC1-3,02000,Alaska *,1945,Per capita personal income (dollars),Dollars,0,(NA),(NA),
SAINC1-2,02000,Alaska *,1945,Population (persons),Number of persons,0,(NA),(NA),
SAINC1-3,04000,Arizona,1945,Per capita personal income (dollars),Dollars,0,"1,150",,1150.0
SAINC1-2,04000,Arizona,1945,Population (persons),Number of persons,0,"591,000",,591000.0
SAINC1-3,05000,Arkansas,1945,Per capita personal income (dollars),Dollars,0,753,,753.0
SAINC1-2,05000,Arkansas,1945,Population (persons),Number of persons,0,"1,758,000",,1758000.0
SAINC1-3,06000,California,1945,Per capita personal income (dollars),Dollars,0,"1,620",,1620.0
SAINC1-2,06000,California,1945,Population (persons),Number of persons,0,"9,619,000",,9619000.0
SAINC1-3,08000,Colorado,1945,Per capita personal income (dollars),Dollars,0,"1,213",,1213.0
SAINC1-2,08000,Colorado,1945,Population (persons),Number of persons,0,"1,113,000",,1113000.0
SAINC1-3,09000,Connecticut,1945,Per capita personal income (dollars),Dollars,0,"1,592",,1592.0
SAINC1-2,09000,Connecticut,1945,Population (persons),Number of persons,0,"1,782,000",,1782000.0
SAINC1-3,10000,Delaware,1945,Per capita personal income (dollars),Dollars,0,"1,552",,1552.0
SAINC1-2,10000,Delaware,1945,Population (persons),Number of persons,0,"286,000",,286000.0
SAINC1-3,11000,District of Columbia,1945,Per capita personal income (dollars),Dollars,0,"1,754",,1754.0
SAINC1-2,11000,District of Columbia,1945,Population (persons),Number of persons,0,"865,000",,865000.0
SAINC1-3,12000,Florida,1945,Per capita personal income (dollars),Dollars,0,"1,215",,1215.0
SAINC1-2,12000,Florida,1945,Population (persons),Number of persons,0,"2,515,000",,2515000.0
SAINC1-3,13000,Georgia,1945,Per capita personal income (dollars),Dollars,0,899,,899.0
SAINC1-2,13000,Georgia,1945,Population (persons),Number of persons,0,"3,089,000",,3089000.0
SAINC1-3,15000,Hawaii *,1945,Per capita personal income (dollars),Dollars,0,(NA),(NA),
SAINC1-2,15000,Hawaii *,1945,Population (persons),Number of persons,0,(NA),(NA),
SAINC1-3,16000,Idaho,1945,Per capita personal income (dollars),Dollars,0,"1,144",,1144.0
SAINC1-2,16000,Idaho,1945,Population (persons),Number of persons,0,"490,000",,490000.0
SAINC1-3,17000,Illinois,1945,Per capita personal income (dollars),Dollars,0,"1,488",,1488.0
SAINC1-2,17000,Illinois,1945,Population (persons),Number of persons,0,"7,612,000",,7612000.0
SAINC1-3,18000,Indiana,1945,Per capita personal income (dollars),Dollars,0,"1,265",,1265.0
SAINC1-2,18000,Indiana,1945,Population (persons),Number of persons,0,"3,423,000",,3423000.0
SAINC1-3,19000,Iowa,1945,Per capita personal income (dollars),Dollars,0,"1,096",,1096.0
SAINC1-2,19000,Iowa,1945,Population (persons),Number of persons,0,"2,301,000",,2301000.0
SAINC1-3,20000,Kansas,1945,Per capita personal income (dollars),Dollars,0,"1,179",,1179.0
SAINC1-2,20000,Kansas,1945,Population (persons),Number of persons,0,"1,719,000",,1719000.0
SAINC1-3,21000,Kentucky,1945,Per capita personal income (dollars),Dollars,0,815,,815.0
SAINC1-2,21000,Kentucky,1945,Population (persons),Number of persons,0,"2,604,000",,2604000.0
